model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,rides_count,ride_time_median,ride_stops_count,user_quality_median,rider_rating_mean,car_accidents_sum,driver_expirience,driver_age_mean,fix_duration_median,mean_destroy_degree,rarest_work,most_freq_work
Kia Sportage,standart,petrol,4.2,2011,5777,2020,3.90764367816092,15355911.100492364,0.1,199.88021988568985,167,43.5,137,12.346048608740531,7.948275862068965,1672.0,0.4910734000812123,32.87931034482759,25.5,3.0617647058823527,refuel,reparking
Skoda Rapid,economy,petrol,5.72,2017,122213,2017,4.459425287356322,17993733.540408913,0.34,160.0,172,36.5,124,18.052369977807786,8.01551724137931,2124.0,0.5743265819279498,34.55172413793103,27.0,2.726470588235294,refuel,reparking
Tesla Model 3,premium,electro,4.82,2015,80038,2021,4.556149425287356,10274934.820667466,0.1,169.36837491944237,169,45.0,145,4.348375724573169,9.252298850574713,3039.0,0.4088885697825587,35.50574712643678,27.0,3.361764705882353,refuel,reparking
Smart Coupe,economy,petrol,4.3,2014,56441,2018,4.215747126436781,10153479.020563904,0.0,162.10175891286892,168,43.0,125,3.028808306845962,8.022413793103448,1428.0,0.5645689848241875,33.8448275862069,23.0,2.75,refuel,reparking
Renault Sandero,standart,petrol,3.84,2014,65913,2016,4.042873563218391,16727798.028717643,0.1,196.9753488581586,169,47.0,146,-1.0797271695124093,7.864942528735632,1569.0,0.5197107572121438,33.833333333333336,28.0,2.75,refuel,reparking
Kia Rio X,economy,petrol,3.2,2011,1695,2021,4.2091379310344825,8887826.391959658,0.1,194.2207769632616,170,42.0,137,-1.0751526899835766,8.003448275862068,1275.0,0.5112384841685077,34.62068965517241,26.0,3.1323529411764706,refuel_check,repair
Renault Kaptur,standart,petrol,3.88,2011,1467,2022,4.418908045977012,13576740.301648943,0.1,156.2488359232765,167,42.0,134,17.19751662103716,8.09712643678161,1997.0,0.5710861759050349,33.672413793103445,26.0,3.273529411764706,refuel,reparking
Nissan Qashqai,standart,petrol,5.16,2013,43645,2017,4.062528735632184,14174466.756352318,0.1,199.05838999320213,170,46.5,138,-9.429409963097847,8.047126436781609,1242.0,0.5014566343747344,34.95977011494253,28.0,2.5088235294117647,refuel,reparking
Smart ForFour,economy,petrol,3.52,2017,109933,2021,4.298103448275862,10207253.883731812,0.1,189.8274761759401,165,44.0,145,-7.9450070383924025,8.017816091954023,1306.0,0.3575946784939407,34.55747126436781,27.0,3.261764705882353,refuel_check,repair
Smart ForFour,economy,petrol,2.36,2016,114706,2017,4.120747126436782,16785996.78492345,0.1,191.0971570651385,168,47.0,137,-25.178544919752085,7.876436781609195,1568.0,0.7624817599560549,33.59770114942529,27.0,3.920588235294118,oil_change,reparking
VW Polo VI,economy,petrol,4.48,2014,60885,2018,4.789770114942528,12846805.45697054,0.45,178.0,167,53.0,660,4.662669678766172,8.143103448275863,1899.0,0.578634311842595,34.12068965517241,28.5,3.5441176470588234,refuel_check,reparking
Kia Rio X-line,economy,petrol,5.16,2012,20328,2017,4.09551724137931,11029849.885025008,0.1,197.69509368248788,168,44.0,147,1.3454069190256024,7.966091954022988,1289.0,0.5790187238303027,34.32183908045977,26.5,2.908823529411765,refuel_check,repair
VW Polo VI,economy,petrol,2.88,2011,1427,2014,4.5969540229885055,16973299.012497358,0.5,119.0,168,64.5,706,-11.286803045314862,8.036781609195403,2191.0,0.6098776684724412,33.770114942528735,25.0,3.4676470588235295,refuel,repair
Hyundai Solaris,economy,petrol,4.58,2015,83684,2018,4.780229885057471,8526019.220645402,0.1,163.1856559739571,170,48.0,537,-9.204955173114378,8.056896551724138,1619.0,0.6033483510465887,33.94252873563219,24.0,4.008823529411765,refuel,repair
VW Polo,economy,petrol,3.72,2013,38018,2016,3.995229885057471,10217093.592678474,0.1,194.20571186553644,169,44.5,142,1.448089003466397,7.720689655172414,1496.0,0.8789664024196785,34.53448275862069,26.0,4.188235294117647,refuel_check,repair
VW Tiguan,economy,petrol,2.96,2014,63594,2020,5.303275862068966,19312856.283138305,0.1,116.14948285036267,168,41.5,128,-4.5080434186475795,8.025862068965518,1273.0,0.5397855445609265,35.41379310344828,25.0,4.155882352941177,refuel,repair
Kia Rio X,economy,petrol,4.12,2015,78775,2014,4.13816091954023,10555631.276544513,0.1,172.54168096746668,171,43.0,154,-0.8416873265393243,8.164367816091954,1759.0,0.8008602031786226,34.67816091954023,22.0,3.411764705882353,refuel,repair
Smart ForTwo,economy,petrol,3.92,2014,63873,2020,3.9676436781609197,14538421.72131135,0.1,190.78572020116317,165,45.0,141,1.3632525117673797,7.837931034482758,1674.0,0.4850595550837167,33.08620689655172,23.5,3.35,refuel,repair
VW Polo VI,economy,petrol,3.34,2012,25356,2022,5.345344827586207,13329756.88483384,0.1,106.99370591742706,169,37.5,130,4.860903495852597,7.988505747126437,1223.0,0.4868637085829656,33.98850574712644,26.0,3.1323529411764706,refuel_check,reparking
VW Tiguan,economy,petrol,5.16,2017,110577,2020,5.323678160919541,6421261.375072773,0.93,115.71265216065846,167,41.0,146,-1.2181234755656158,8.040229885057471,1266.0,0.38833468904043567,35.37356321839081,27.0,3.6205882352941177,refuel,reparking
VW Tiguan,economy,petrol,3.64,2017,133098,2017,4.623620689655172,13425307.647660334,0.1,149.70665506274142,172,54.0,611,1.0686182187214062,8.030459770114943,1938.0,0.6631960427831154,35.90229885057471,26.5,3.264705882352941,refuel,reparking
VW Polo VI,economy,petrol,4.66,2011,5349,2015,4.548275862068965,12010169.07302244,0.1,118.0,171,53.0,588,9.569632386184491,8.198850574712644,1872.0,0.6734195792788582,33.241379310344826,25.5,3.623529411764706,refuel,repair
VW Polo VI,economy,petrol,3.62,2015,76820,2021,4.13764367816092,16342009.776168056,0.0,182.09779259312808,171,43.5,136,8.720855636558586,7.968390804597701,1269.0,0.37112363740474574,35.6551724137931,23.5,2.9941176470588236,refuel,reparking
VW Polo VI,economy,petrol,4.72,2015,79581,2018,4.670229885057472,13244742.536154455,0.5,162.0,167,38.0,130,-1.8214750720980875,8.11264367816092,1804.0,0.6718037609345207,33.2816091954023,24.5,2.7941176470588234,refuel,reparking
Nissan Qashqai,standart,petrol,3.2,2013,50271,2016,5.3260919540229885,16143835.510594225,0.1,106.08916680078168,170,38.0,139,6.886681418390108,8.024137931034483,1256.0,0.5709551154643855,34.839080459770116,27.0,4.497058823529412,refuel,repair
Smart ForFour,economy,petrol,3.82,2015,88023,2021,4.715,14936659.791035993,0.38,158.11611649087635,168,38.5,141,2.1748905873219924,8.124712643678162,2017.0,0.5005931289936868,35.05747126436781,29.0,3.4823529411764707,reparking,repair
Smart ForTwo,economy,petrol,7.0,2017,142862,2014,4.610804597701149,10417019.456827147,0.1,118.0,172,45.0,529,2.2458956905156913,8.07816091954023,1788.0,0.5030030516598047,33.195402298850574,25.5,3.4941176470588236,refuel_check,repair
VW Polo VI,economy,petrol,4.08,2013,37996,2022,5.6017816091954025,14228081.163461875,0.67,108.10858691291074,166,35.0,139,6.79606234171715,7.991954022988505,1338.0,0.47415749135107144,35.45977011494253,21.5,4.017647058823529,refuel,repair
Renault Kaptur,standart,petrol,3.66,2011,8876,2019,4.550689655172414,16231954.475423468,0.1,155.0,169,40.0,137,6.956751920551237,8.032183908045976,1984.0,0.7917083752417307,34.333333333333336,22.5,3.302941176470588,refuel_check,repair
VW Polo VI,economy,petrol,3.8,2013,53746,2016,4.275114942528735,23187737.469486784,0.1,196.28680641767625,167,46.5,157,2.5994645891414945,7.939080459770116,1242.0,0.38996701839689846,33.672413793103445,24.5,3.023529411764706,refuel_check,repair
Fiat 500,business,petrol,2.38,2014,65690,2017,4.410229885057471,6151188.242955089,0.1,110.14580817396164,169,41.0,148,11.08844098894345,7.918390804597701,1572.0,0.4503797155981587,33.05172413793103,25.0,3.3058823529411767,refuel,reparking
Nissan Qashqai,standart,petrol,4.04,2012,22513,2021,4.240057471264367,13563405.055139648,0.1,183.6695267527204,170,44.0,126,-4.236462503751793,8.154022988505746,1841.0,0.8082728940084143,33.40229885057471,27.5,2.7705882352941176,refuel,reparking
Renault Kaptur,standart,petrol,5.98,2015,85779,2020,5.700747126436782,9738531.724978104,1.29,103.87165877164924,172,37.5,133,-3.2191177585897943,8.044827586206896,1376.0,0.769399874036735,34.87356321839081,23.0,3.8323529411764707,refuel,repair
Renault Sandero,standart,petrol,4.2,2015,81559,2019,4.72735632183908,8978327.912802638,0.1,196.0,169,49.0,623,10.24669168217265,8.10632183908046,2186.0,0.4575842032501477,34.10344827586207,23.5,2.9499999999999997,refuel,repair
VW Polo,economy,petrol,3.4,2014,58768,2017,5.235402298850575,17386561.630984955,0.1,107.71106156196824,165,42.0,129,8.16610341312418,8.099425287356322,1218.0,0.8806394954782785,35.0632183908046,24.0,3.8970588235294117,refuel_check,repair
Smart ForFour,economy,petrol,4.04,2013,45050,2016,4.149367816091954,13112778.593791526,0.1,188.17887486044617,169,41.0,143,-8.431579639711494,8.062068965517241,1855.0,0.5487369109979024,33.91379310344828,27.0,3.2147058823529413,refuel,reparking
Kia Rio X,economy,petrol,2.26,2014,54472,2018,4.737816091954023,14020968.813942349,0.1,120.65007908251953,169,50.0,604,10.244178158241976,8.087356321839081,1758.0,0.5498658942710144,33.206896551724135,24.5,3.3088235294117645,refuel,reparking
Kia Rio,economy,petrol,4.3,2015,81235,2015,4.76316091954023,15709456.541264206,0.19,157.0,168,37.5,140,-30.27073794853913,8.141379310344828,1958.0,0.6477891446466745,32.55747126436781,23.0,2.65,refuel_check,repair
VW Polo VI,economy,petrol,5.32,2011,4486,2022,4.617471264367817,13718920.658531057,0.1,157.0,171,41.5,149,10.691670532172957,8.114367816091955,2327.0,0.6889696642009541,33.82183908045977,25.0,2.6470588235294117,refuel_check,reparking
Hyundai Solaris,economy,petrol,3.54,2014,58672,2015,4.412298850574713,10579085.762154564,0.1,113.82939431100496,164,37.0,135,-0.393437726524771,7.781609195402299,1505.0,0.7376289186335261,33.54597701149425,23.5,4.347058823529412,refuel_check,repair
Smart Coupe,economy,petrol,5.08,2013,43212,2020,4.217528735632184,10457566.499698343,0.0,170.0,166,44.5,148,-19.01899364855157,8.017241379310345,1369.0,0.310330912882898,36.31609195402299,25.0,3.2147058823529413,refuel,repair
Renault Kaptur,standart,petrol,4.52,2013,38655,2020,3.922011494252873,8186786.730713467,0.1,179.0696605665835,168,45.0,135,8.95349981970969,7.832758620689655,1587.0,0.22602253348943585,33.95977011494253,25.5,3.7529411764705882,refuel,repair
Kia Rio X-line,economy,petrol,2.98,2014,58874,2020,4.067126436781609,12620336.330292935,0.1,192.23089477349137,169,42.0,141,-2.521264794847479,7.839080459770115,1571.0,0.7308826286956323,34.42528735632184,28.5,2.861764705882353,refuel_check,reparking
Skoda Rapid,economy,petrol,4.86,2013,57313,2016,4.536781609195402,12438274.75800299,0.1,116.77074472053772,167,36.5,128,8.13565246624391,7.879885057471264,1470.0,0.5132794782026894,33.42528735632184,27.0,4.497058823529412,refuel,repair
Skoda Rapid,economy,petrol,3.86,2017,115366,2016,4.426091954022988,10625870.932156648,0.1,159.08171589219148,164,37.0,146,-6.218936721643725,8.10919540229885,1988.0,0.4846916541081346,32.701149425287355,27.5,2.6029411764705883,refuel,reparking
Kia Rio X-line,economy,petrol,5.42,2015,82399,2015,4.41551724137931,10289277.995516298,0.1,157.28610081704335,166,41.0,151,6.494615424583706,8.063793103448276,2064.0,0.5264118987807815,33.53448275862069,25.5,2.888235294117647,refuel,repair
Smart ForFour,economy,petrol,4.28,2015,78931,2014,3.8840804597701153,15042392.130563935,0.1,171.6330173514588,170,47.0,164,-12.92640286392552,8.136206896551725,2052.0,0.55310191562681,34.3448275862069,25.0,3.526470588235294,refuel_check,reparking
VW Tiguan,economy,petrol,4.32,2016,106048,2018,4.496379310344827,10115255.348896217,0.1,143.0,164,38.5,128,-1.6934740375107542,8.036206896551723,1950.0,0.7400917313467863,34.89655172413793,23.5,3.091176470588235,refuel_check,repair
VW Polo,economy,petrol,5.3,2013,37541,2018,4.108505747126436,13484017.771506203,0.1,191.41753499844495,168,47.0,125,2.08599197587289,7.763793103448276,1589.0,0.8834745938342401,34.03448275862069,26.0,2.623529411764706,oil_change,reparking
VW Polo,economy,petrol,3.1,2014,70488,2019,4.003850574712644,21333255.810757294,0.1,197.9874260667667,167,48.5,134,-4.187986846849672,7.855747126436782,1575.0,0.5450669446180232,33.166666666666664,24.5,3.6558823529411764,refuel,repair
Kia Rio X,economy,petrol,4.78,2014,57404,2020,3.958793103448276,13297060.682417525,0.1,184.3733283916486,168,41.5,146,6.284080648412463,8.066666666666666,1274.0,0.6499699684557451,33.98275862068966,27.5,2.9823529411764707,refuel,repair
Smart ForTwo,economy,petrol,2.56,2015,85195,2016,5.536436781609195,9648842.75728843,0.1,120.14264925806287,163,41.5,160,-9.83122270651425,7.964942528735633,1291.0,0.5402558686200268,34.48850574712644,27.0,3.6882352941176473,oil_change,reparking
Smart Coupe,economy,petrol,4.82,2017,124925,2019,4.204885057471264,14865238.780203065,0.1,191.87084427412535,168,43.0,135,8.815742417677033,8.02816091954023,1266.0,0.5491213229856102,33.81609195402299,23.5,2.9676470588235295,refuel,repair
VW Polo,economy,petrol,3.62,2014,71369,2020,5.070459770114942,20562791.40956226,0.1,111.19166749997844,166,39.0,125,5.932509346953912,7.956896551724138,1164.0,0.46925173394744263,35.14942528735632,27.5,4.052941176470589,refuel,repair
MINI CooperSE,business,electro,3.3,2014,67013,2017,4.0391954022988505,13866593.437375506,0.1,186.9583125064645,168,46.0,146,3.9853498903314826,8.040229885057471,1239.0,0.5430788406309838,36.672413793103445,28.0,3.097058823529412,refuel,repair
Kia Rio X,economy,petrol,1.86,2012,23636,2016,4.728908045977012,10000365.320657665,0.61,186.0,170,51.0,609,0.40690006756206254,8.15632183908046,2315.0,0.6991116732924233,31.95402298850575,27.0,3.376470588235294,refuel_check,reparking
Smart ForFour,economy,petrol,6.46,2014,66105,2020,4.179425287356322,12023526.955129333,0.1,169.6465262698295,163,46.0,145,5.313802987840863,8.125862068965517,2016.0,0.6254685170966737,33.689655172413794,26.0,4.126470588235295,refuel,repair
Smart Coupe,economy,petrol,6.62,2015,83660,2015,4.402298850574713,14220058.710904244,0.1,103.45894891704668,168,38.0,126,-4.526552381777956,7.8,1570.0,0.8075161963780046,33.298850574712645,24.0,3.7911764705882356,refuel_check,repair
VW Polo VI,economy,petrol,4.08,2014,65345,2015,4.70580459770115,12757370.414269738,0.22,170.96485238567976,170,53.5,569,0.3529211659865402,8.147126436781608,1641.0,0.5911488369088117,34.05747126436781,26.0,3.926470588235294,refuel_check,repair
Audi A4,premium,petrol,5.56,2013,43451,2020,4.525229885057471,9777151.99647773,0.1,113.42079787021832,172,42.0,133,-0.9541786736534734,7.867241379310346,1477.0,0.5887432989098136,34.5919540229885,26.0,3.7323529411764707,refuel_check,repair
Skoda Rapid,economy,petrol,4.16,2016,97530,2022,4.0471264367816095,13684411.475295903,0.1,175.59724894459998,166,41.0,134,-2.0310970159804187,8.207471264367815,1899.0,0.7195829989739198,33.270114942528735,23.0,3.426470588235294,refuel,repair
Hyundai Solaris,economy,petrol,6.18,2013,37077,2019,4.226206896551724,11706378.182121174,0.1,197.25470243057748,168,47.5,146,-9.697315499367651,7.831609195402299,1702.0,0.761994924884829,33.660919540229884,26.0,2.2235294117647055,refuel_check,reparking
Smart Coupe,economy,petrol,5.88,2016,113067,2018,4.515057471264368,11093592.298567882,0.0,177.18314183266529,167,40.0,142,14.47121527978635,7.991379310344827,1232.0,0.3890550076358288,33.7816091954023,28.0,3.1088235294117648,refuel_check,reparking
Kia Sportage,standart,petrol,4.48,2011,2524,2016,5.208045977011494,13062842.399416048,0.1,126.0,170,39.0,149,-20.341904078148396,7.9637931034482765,1292.0,0.41762296370749274,33.775862068965516,24.0,4.094117647058823,refuel_check,repair
VW Polo,economy,petrol,3.86,2014,59925,2015,4.283448275862069,8279248.133412535,0.1,199.29593874841584,165,42.5,144,-7.392840636726157,7.951724137931034,1264.0,0.593194215610114,34.304597701149426,25.0,3.0617647058823527,reparking,repair
Smart Coupe,economy,petrol,4.88,2017,111568,2022,5.259425287356322,7450895.741033307,0.1,120.80153674952749,174,35.0,140,1.9468279482696453,7.977586206896551,1292.0,0.8288510274405488,34.2816091954023,27.0,3.7764705882352945,refuel,reparking
VW Polo,economy,petrol,5.24,2012,21138,2019,4.63316091954023,12681072.794981841,0.65,161.55191092403783,168,53.0,600,-2.7760191776596397,8.203448275862069,2153.0,0.6549077202272711,33.01724137931034,26.0,2.885294117647059,refuel_check,reparking
VW Polo,economy,petrol,3.88,2015,98210,2017,4.491034482758621,8685131.319403343,0.23,155.0,167,36.5,125,-4.573802745757083,8.154022988505746,1824.0,0.41953728196814555,33.827586206896555,27.0,2.588235294117647,refuel,repair
Renault Sandero,standart,petrol,5.1,2014,62613,2016,3.769367816091954,16611857.075563403,0.1,174.4935854223348,167,46.5,134,-0.12641956626842596,8.098275862068965,2150.0,0.5251110913648839,32.9080459770115,23.0,4.767647058823529,refuel_check,repair
Kia Rio X,economy,petrol,2.66,2012,25637,2017,3.8345977011494257,15362480.369014237,0.1,174.29007833433965,168,40.0,141,-8.900604494727457,8.170689655172414,1931.0,0.5523408333292801,34.68390804597701,27.0,3.488235294117647,refuel_check,reparking
Kia Sportage,standart,petrol,4.36,2013,36160,2017,3.9860919540229887,12533354.802004099,0.1,195.6104533585644,171,42.0,154,-5.534627099018243,7.854597701149426,1558.0,0.4863361098096029,34.02873563218391,27.0,4.652941176470588,refuel,repair
Mini Cooper,business,petrol,5.4,2012,22537,2015,4.978793103448275,14320696.385254527,0.1,160.0,167,40.5,165,-6.068227632749014,8.139080459770115,1918.0,0.5960579513232068,33.51724137931034,25.0,2.711764705882353,refuel,reparking
Skoda Rapid,economy,petrol,2.54,2017,109901,2017,5.486494252873563,12640709.140411172,0.1,105.14187068593208,170,42.0,136,0.08701742728147245,8.048850574712644,1366.0,0.4202939795985552,33.12068965517241,28.5,3.829411764705882,refuel_check,reparking
BMW 320i,business,petrol,5.38,2014,67242,2018,4.391264367816092,9035246.96733973,0.94,163.85882079673522,164,37.5,134,1.4470316046288565,8.145977011494253,1753.0,0.4004405494289341,33.247126436781606,26.0,2.7794117647058822,refuel,repair
Kia Rio X,economy,petrol,3.94,2011,445,2021,4.692183908045977,17866573.44735725,0.1,192.6369446253853,169,60.5,607,-0.06823846939158415,8.098850574712644,1762.0,0.5200378944855891,33.32183908045977,26.0,2.7764705882352945,refuel,reparking
VW Polo,economy,petrol,4.0,2012,26801,2016,4.894597701149425,19943801.750288494,0.1,200.0,166,53.0,538,1.4951667285690093,8.142528735632183,2023.0,0.5577125301248897,34.68390804597701,24.5,3.611764705882353,refuel_check,repair
Renault Kaptur,standart,petrol,3.4,2015,85456,2019,4.2908620689655175,13788421.093401948,0.1,187.0507290278293,169,46.0,146,1.2494913154312806,7.847126436781609,1595.0,0.5683204786083395,33.4080459770115,25.0,3.4058823529411764,refuel,repair
Fiat 500,business,petrol,5.1,2012,18532,2016,3.9698850574712643,20558647.80310987,0.1,181.37749748197737,166,45.0,122,3.5271064944020916,7.8454022988505745,1557.0,0.6695579207333023,33.46551724137931,24.5,3.2970588235294116,refuel_check,reparking
VW Tiguan,economy,petrol,5.32,2017,118747,2018,4.783505747126437,14376793.74491279,0.1,131.48501729913914,169,57.5,590,-2.837640888486675,8.085057471264367,1875.0,0.4850474287387107,35.32183908045977,22.5,4.079411764705882,refuel,repair
Kia Rio X,economy,petrol,3.5,2013,47829,2018,4.443793103448276,8075680.314170235,0.1,162.28234992728133,165,44.0,141,15.875700214529655,8.082758620689656,2004.0,0.7159174172611602,33.0632183908046,25.0,3.8617647058823534,reparking,repair
Smart ForTwo,economy,petrol,5.38,2014,66518,2017,4.695747126436781,13273154.294879032,0.16,168.75192201578574,170,39.5,146,-4.714306732630082,8.058620689655173,1967.0,0.5344997598367098,34.99425287356322,26.5,3.3911764705882352,refuel_check,repair
Smart ForFour,economy,petrol,3.68,2017,122539,2020,4.665747126436782,7319769.30673239,0.72,111.47238392257668,169,37.5,125,-2.6278823949631347,7.795402298850576,1495.0,0.5738353621896041,32.3448275862069,26.5,4.102941176470588,refuel,repair
VW Polo VI,economy,petrol,5.08,2013,43755,2022,4.1049425287356325,16414158.323800359,0.1,182.59671071250773,170,41.0,141,-2.3904895457546624,7.792528735632184,1594.0,0.5521855201986201,33.46551724137931,26.5,3.4176470588235297,refuel,reparking
Skoda Rapid,economy,petrol,3.98,2016,106360,2019,4.607471264367816,19525811.785484195,0.26,173.0,168,64.5,644,6.509565867718706,8.11264367816092,2062.0,0.28001607802624756,32.56896551724138,25.0,4.373529411764705,refuel_check,repair
Smart ForFour,economy,petrol,4.94,2017,123522,2021,4.36580459770115,8873414.409022775,0.0,170.41374318782368,167,48.0,140,-19.733319009458192,7.964367816091953,1266.0,0.5206965536996008,34.56896551724138,24.5,3.1558823529411764,refuel,reparking
VW Tiguan,economy,petrol,4.42,2017,124735,2022,4.161149425287356,10782474.345834635,0.1,176.56524090555132,169,46.0,139,9.149942544508598,8.087356321839081,1834.0,0.7381443910618829,35.12068965517241,24.0,3.2205882352941178,refuel_check,reparking
Kia Sportage,standart,petrol,4.4,2013,41512,2022,4.118045977011494,8232007.745814781,0.1,181.7094589015246,166,43.0,123,-17.39991260141087,8.004022988505747,1224.0,0.7812271025318097,36.01724137931034,24.0,3.2588235294117647,refuel_check,repair
VW Polo VI,economy,petrol,3.08,2014,62414,2020,4.1466666666666665,12504543.089122934,0.0,188.4272527641971,166,41.0,152,-1.3752007936629844,7.929885057471264,1186.0,0.49470260275895445,35.54597701149425,23.5,3.905882352941177,refuel_check,repair
Smart Coupe,economy,petrol,1.94,2017,118960,2015,5.39948275862069,8044866.005381859,0.1,110.73689432731238,170,40.0,136,-10.500890139648089,7.872988505747127,1365.0,0.6356226525331485,33.252873563218394,28.5,4.176470588235294,refuel_reparking,repair
Smart Coupe,economy,petrol,4.52,2016,119546,2019,4.479137931034483,17712295.808650374,0.1,139.7416881176181,169,50.0,581,6.152095894157929,8.104597701149425,2009.0,0.5294353322916546,33.78735632183908,27.0,3.3705882352941177,refuel,repair
Smart ForFour,economy,petrol,4.52,2013,43144,2014,4.150977011494253,6049177.28968741,0.0,168.3489516754649,169,44.0,142,20.94464371033734,7.95344827586207,1299.0,0.5038742987187386,35.56896551724138,28.0,4.25,refuel_check,repair
BMW 320i,business,petrol,4.86,2017,123446,2018,4.347758620689655,21547413.454775985,0.0,199.1390346146248,172,46.5,144,3.8189224299161184,8.073563218390804,1400.0,0.3042025184568786,34.04597701149425,24.5,3.5352941176470587,refuel_check,repair
Smart Coupe,economy,petrol,4.4,2016,99622,2015,4.494942528735632,20533976.2220354,0.1,168.40081227115644,165,60.0,821,0.5227026283465445,8.079885057471264,2084.0,0.3831722230789826,34.04022988505747,24.5,4.1000000000000005,refuel_check,repair
Kia Rio,economy,petrol,6.22,2013,48222,2016,5.184425287356322,7442488.734071384,0.1,128.13468680035214,166,38.0,155,-8.170109996364399,8.020689655172413,1307.0,0.6102048057458873,33.89655172413793,25.5,3.6852941176470586,refuel_check,reparking
Kia Rio,economy,petrol,3.7,2014,59519,2018,4.29683908045977,12011808.647493,0.1,168.4522495253708,172,42.0,128,-19.267158752565724,8.137931034482758,2016.0,0.5365902869072677,33.59770114942529,21.5,3.2205882352941178,refuel,repair
Renault Sandero,standart,petrol,4.84,2015,76373,2021,4.1689655172413795,11655036.769355848,0.1,188.84970864330256,169,42.5,165,12.264362097607219,7.932758620689655,1229.0,0.6607541257491012,34.367816091954026,28.5,3.073529411764706,refuel,repair
Kia Rio X-line,economy,petrol,5.68,2013,39878,2017,4.835057471264368,7682611.409831258,0.1,194.20959618825987,171,48.5,595,14.025088605606467,8.157471264367816,2125.0,0.6007258405355487,33.89655172413793,27.0,3.2029411764705884,refuel,repair
VW Polo VI,economy,petrol,3.94,2015,87410,2018,4.194252873563218,14905803.898384497,0.1,170.5838010799467,169,45.0,173,-3.5829765097425206,8.182183908045976,1522.0,0.6062979988310745,33.701149425287355,24.0,3.5294117647058822,refuel,repair
Renault Kaptur,standart,petrol,7.0,2014,60667,2016,4.045172413793104,10938373.05539318,0.1,193.51174865660056,164,46.0,129,0.3628683984385721,7.9655172413793105,1271.0,0.4204415510513295,35.63793103448276,24.0,2.926470588235294,refuel_check,repair
VW Tiguan,economy,petrol,3.44,2016,93902,2018,4.1433908045977015,8342128.442149119,0.1,176.0,172,40.0,146,4.065622967309956,7.955172413793104,1264.0,0.49554082779363756,36.0,25.5,2.902941176470588,refuel,repair
Kia Rio,economy,petrol,4.56,2013,46108,2021,5.335172413793104,12555418.86250212,0.1,111.06534460257546,168,38.0,135,3.139780990350757,8.108620689655172,1366.0,0.5999526318930137,32.17816091954023,27.5,3.9529411764705884,refuel,repair
Hyundai Solaris,economy,petrol,4.04,2013,46673,2018,4.062241379310345,16317876.612753728,0.1,172.71106511356757,167,50.0,146,0.8337255473223273,8.063793103448276,2113.0,0.6122666954593144,33.7816091954023,25.0,3.9764705882352938,refuel_check,repair
Hyundai Solaris,economy,petrol,4.88,2012,24217,2015,4.78683908045977,16734748.713800829,0.49,117.0,166,50.0,468,-7.232860964926015,8.094827586206897,2118.0,0.5435171703221874,34.04022988505747,27.0,3.908823529411765,refuel,repair
Nissan Qashqai,standart,petrol,4.16,2015,82296,2015,4.488448275862069,13855425.58003322,0.1,105.5387211504694,171,42.0,145,-6.407552981190401,7.82183908045977,1542.0,0.5202713780097568,33.43103448275862,28.0,4.1000000000000005,refuel,repair
Audi A4,premium,petrol,3.0,2016,110790,2018,4.317183908045977,14759177.440867525,0.1,199.20102356257635,166,48.5,149,-8.970579870631774,7.87816091954023,1541.0,0.6280910276077133,34.28735632183908,29.0,3.8617647058823534,refuel,repair
Hyundai Solaris,economy,petrol,5.14,2015,89915,2021,4.8340229885057475,18282886.160634764,0.1,196.66868822912565,172,50.0,586,2.178996264043904,8.11551724137931,1711.0,0.5013420849462107,32.31609195402299,27.0,4.320588235294117,reparking,repair
Smart ForFour,economy,petrol,5.5,2016,97488,2017,4.338390804597701,13145468.748065293,0.1,192.33584554976645,163,45.0,143,-4.114621858055765,8.070114942528736,1391.0,0.4707573875303762,34.04597701149425,24.0,2.8794117647058823,refuel_check,repair
Audi Q3,premium,petrol,4.0,2017,134712,2021,4.068275862068965,9472025.763083966,0.1,164.5223870970443,167,47.0,135,0.9737751257416087,8.121264367816092,2078.0,0.6624514714977112,34.90229885057471,27.0,4.638235294117647,refuel_check,repair
Smart ForFour,economy,petrol,3.32,2017,123031,2018,4.086149425287356,9134993.773950165,0.1,189.31352524377905,167,43.0,127,9.269340091908427,8.005747126436782,1263.0,0.4803960505384946,33.729885057471265,28.0,3.1676470588235297,refuel,reparking
Renault Sandero,standart,petrol,2.48,2014,60936,2018,4.069252873563218,12381187.56134614,0.1,190.64963067004032,170,46.0,140,19.131688298706244,7.930459770114943,1695.0,0.6041744497362659,32.32183908045977,27.5,4.664705882352941,refuel,repair
Kia Sportage,standart,petrol,5.84,2014,65927,2021,4.588218390804598,15918697.719354982,0.1,157.7353057370943,168,43.0,134,-3.1192205271479474,8.157471264367816,1811.0,0.6167506341838646,34.206896551724135,24.0,2.4558823529411766,refuel,reparking
Audi Q3,premium,petrol,5.18,2014,56871,2019,4.200229885057471,10756592.422149347,0.1,172.21695117744736,170,44.0,135,3.880382926937953,8.138505747126436,2145.0,0.6795644847170033,36.729885057471265,28.0,4.044117647058823,refuel,repair
